# _tick,_time,step,pg_loss,value_loss,dist_entropy,train:mean_episode_return,train:median_episode_return,test:mean_episode_return,test:median_episode_return,train_eval:mean_episode_return,train_eval:median_episode_return,sps,train:success_rate,train_eval:success_rate,test:success_rate
44,1624946500.6433225,72105984,-0.0007852580359516045,0.0037133730171869197,0.5937301814556122,0.96625006,0.96625,0.089875,0.0,0.44137496,0.47687498,1113.263714486231,1.0,0.6,0.1
45,1624947535.493227,73744384,-0.002102805806013445,0.03138107752117018,0.6472121005256971,0.577125,0.65125,0.0,0.0,0.69874996,0.83125,1583.3013154975276,0.9,0.8,0.0
46,1624949262.6251402,75382784,-0.002691569796297699,0.0074706307689969735,0.5997726395726204,0.96625006,0.96625,0.076375,0.0,0.45162502,0.42125,949.6228551231688,1.0,0.5,0.1
47,1624950498.7911878,77021184,-0.00243447587126866,0.24193906473616758,0.6595721915364265,0.6265,0.735625,0.094375,0.0,0.72575,0.881875,1327.3373874603062,1.0,0.8,0.1
48,1624951551.7687135,78659584,-0.00272608363108399,0.03391528447779516,0.31058917567133904,0.859375,0.87625,0.096625,0.0,0.6055,0.83124995,1549.146441112762,1.0,0.7,0.1
49,1624952642.1534202,80297984,-0.006611611771707733,0.02886404919748505,0.37537093460559845,0.809875,0.775,0.05275,0.0,0.619,0.80875003,1505.1326846304034,1.0,0.7,0.1
50,1624953854.3437386,81936384,-0.0016198106847393017,0.005188029016911362,0.41583647206425667,0.96625006,0.96625,0.40099996,0.336875,0.6875,0.848125,1354.8723291210886,1.0,0.8,0.5
51,1624955358.9647493,83574784,-0.0008599224383942783,0.0861675866569082,0.7457622438669205,0.53199995,0.55562496,0.0,0.0,0.574,0.76375,1091.7254780876058,1.0,0.7,0.0
52,1624956768.3525271,85213184,0.0015335018300296117,0.00987847859505564,0.5633952990174294,0.95500004,0.9775,0.082,0.0,0.52349997,0.814375,1158.524402855325,1.0,0.6,0.1
53,1624958014.4061801,86851584,-0.0028814088630800447,0.007384322661285599,0.5621537268161774,0.9415,0.9775,0.0,0.0,0.56725,0.814375,1330.024655944672,1.0,0.7,0.0
54,1624959565.4979336,88489984,0.009132220293395221,0.01405626415119817,0.3286227571467559,0.913375,0.92125,0.037,0.0,0.820125,0.89875,1052.6611150405672,1.0,0.9,0.1
55,1624961023.6006615,90128384,-0.0026393363950774074,0.007032989388486992,0.3689229575296243,0.9572501,0.96625,0.0,0.0,0.70662504,0.88750005,1111.4032990197816,1.0,0.8,0.0
56,1624962374.274791,91766784,-0.008888214632558325,0.018972474072749417,0.2747642658650875,0.8818749,0.92125,0.340375,0.0,0.920125,0.926875,1215.6825159168236,1.0,1.0,0.4
57,1624963310.786524,93405184,-0.0005158782587386668,0.03774655625844995,0.8936562612652779,0.0,0.0,0.067375,0.0,0.79312503,0.88750005,1760.1311666930299,0.0,0.9,0.1
58,1624964517.6872869,95043584,-0.0023269312805496156,0.0036759224021807313,0.40098777040839195,0.93474996,0.96625,0.2505,0.0,0.87512493,0.926875,1358.7077139758571,1.0,1.0,0.3
59,1624965918.726423,96681984,-0.008080549091876795,0.011539063843277594,0.4839591719210148,0.9775001,0.9775,0.17862502,0.0,0.45612496,0.39875,1170.6021365553854,1.0,0.5,0.2
60,1624967640.6921215,98320384,-0.0025457967227945724,0.006852540769614279,0.43181513622403145,0.862875,0.9775,0.083125,0.0,0.70887494,0.87625,946.0978478053391,0.9,0.8,0.1
61,1624969276.8292718,99958784,0.003026108470900605,0.0073612227764291065,0.38066791370511055,0.9685,0.9775,0.265,0.0,0.69874996,0.848125,1006.2486850786672,1.0,0.8,0.4
62,1624969538.4765017,99991552,-0.0011955942609347403,0.01028916158247739,0.4394570241371791,0.9775001,0.9775,0.098875,0.0,0.615625,0.825625,25922.880479822346,1.0,0.7,0.1
