# _tick,_time,step,pg_loss,value_loss,dist_entropy,train:mean_episode_return,train:median_episode_return,test:mean_episode_return,test:median_episode_return,train_eval:mean_episode_return,train_eval:median_episode_return,sps,train:success_rate,train_eval:success_rate,test:success_rate
27,1624809661.6790218,212992,-0.0003479452182849248,1.3516444365183513,1.7920652230580647,0.507625,0.623125,0.15725,0.0,0.33362502,0.0,796.0048132808836,0.7,0.4,0.2
28,1624809688.8073313,229376,-0.0014550628839060664,1.9886330763498943,1.7294605175654094,0.81675005,0.9775,0.200875,0.0,0.450375,0.465625,716.5197597561599,0.9,0.6,0.4
29,1624809711.38076,245760,-0.0014214115993430216,1.5265483061472576,1.6950608889261882,0.74350005,0.80875003,0.23362501,0.0,0.22462499,0.0,633.083383918759,1.0,0.3,0.3
30,1624809733.7886255,262144,-0.0015089677181094885,1.5554041465123494,1.5997979640960693,0.90775,0.94375,0.1875,0.0,0.051625002,0.0,743.1883445143714,1.0,0.1,0.3
31,1624809839.5712686,16384,-0.00026962362850705784,0.8657574653625488,1.9458807706832886,0.174125,0.0,0.056124996,0.0,0.01,0.0,3132.5536601819526,0.2,0.1,0.1
32,1624810594.4221642,1654784,-8.003553375601768e-05,0.325125793615977,0.8570296367009481,0.72325003,0.780625,0.14375,0.0,0.604375,0.7975,2195.0074110274977,1.0,0.7,0.2
33,1624811356.7538972,3293184,0.00018662520839522281,0.4653153916200002,0.8455902735392252,0.7975,0.870625,0.2325,0.0,0.3515,0.1625,2143.9637594964242,1.0,0.5,0.3
34,1624812038.476028,4931584,-0.0007633909117430449,0.518437514702479,1.0614840984344482,0.60975,0.62875,0.273,0.0,0.25725,0.0,2398.684209751363,0.9,0.3,0.3
35,1624812682.7531533,6569984,-0.0011212664345900218,0.37105871240297955,1.0898539622624714,0.085374996,0.0,0.28075,0.0,0.408875,0.365,2544.763670974291,0.1,0.5,0.4
36,1624813409.2456377,8208384,0.0008915118717898926,1.1783772309621174,1.1379540363947551,0.600875,0.836875,0.27075,0.0,0.189875,0.0,2250.464679656413,0.8,0.2,0.3
37,1624814201.545784,9846784,-0.0010217762707422178,0.6791356404622396,1.2679142951965332,0.7255,0.78625,0.269625,0.0,0.213375,0.0,2057.435329964731,1.0,0.3,0.3
38,1624815016.1111596,11485184,-0.0004511668812483549,0.3062547246615092,0.9822667439778646,0.791875,0.83125,0.16287501,0.0,0.355,0.0,2017.560146103545,1.0,0.4,0.2
39,1624815797.5294335,13123584,-0.00019461289048194885,0.10183952500422795,1.1445963382720947,0.14375,0.0,0.17625,0.0,0.19437501,0.0,2122.1838749164194,0.2,0.2,0.3
40,1624817688.7711666,14761984,-9.099487215280533e-06,0.8046362201372782,0.9443201621373495,0.8212501,0.90999997,0.122375,0.0,0.23137501,0.0,2123.9250343502986,0.9,0.3,0.2
41,1624819254.8647578,16400384,-0.0005847830325365067,0.3732181489467621,1.3634116252263386,0.1605,0.0,0.241375,0.0,0.36400002,0.0,880.2665607579439,0.3,0.4,0.4
42,1624821022.6489017,18038784,-0.001622654963284731,0.6798189083735148,1.0555067857106526,0.88412505,0.926875,0.033625,0.0,0.2145,0.0,1053.4827987097717,1.0,0.3,0.1
43,1624821999.0043,19677184,-0.0002932999438295762,1.6195756196975708,0.9187545379002889,0.85487497,0.87625,0.100999996,0.0,0.413375,0.33125,922.3231930711378,1.0,0.5,0.2
44,1624828335.8856943,21315584,-0.00039738533087074757,0.15025627116362253,0.8380244970321655,0.16287501,0.0,0.092125,0.0,0.18737501,0.0,1676.970089354964,0.2,0.4,0.1
45,1624829071.8332376,22953984,-0.0011370651967202623,0.40537599722544354,0.7958373030026754,0.809875,0.8425,0.14937499,0.0,0.21112499,0.0,258.82143242734446,1.0,0.3,0.2
46,1624834862.7738693,24592384,-0.0015979917564739783,0.33536242445309955,1.2164462010065715,0.303125,0.111875,0.1595,0.0,0.349375,0.0,2201.3946193876577,0.5,0.4,0.2
47,1624836313.244121,24985600,-0.0002566960174590349,0.3375030259291331,0.9987566868464152,0.579375,0.724375,0.170625,0.0,0.424625,0.37625,310.5967109759326,0.9,0.5,0.3
