# _tick,_time,step,pg_loss,value_loss,dist_entropy,train:mean_episode_return,train:median_episode_return,test:mean_episode_return,test:median_episode_return,train_eval:mean_episode_return,train_eval:median_episode_return,sps,train:success_rate,train_eval:success_rate,test:success_rate
44,1624916502.230457,73744384,-0.0019750969853096953,0.041815773118287325,0.23846527809898058,0.92607147,0.9253826,0.66431123,0.88635206,0.94191325,0.9460459,5701.908353988482,1.0,1.0,0.8
45,1624916794.8772793,75382784,-0.00038022819596032303,0.0929825712616245,0.2517449414978425,0.92905617,0.9242347,0.77280617,0.91045916,0.93295926,0.9265306,5651.257444442284,1.0,1.0,0.9
46,1624917092.688778,77021184,-0.0008565539610572159,0.04045615275390446,0.192453408613801,0.94168365,0.9403061,0.7923214,0.91964287,0.84880096,0.94030607,5557.196011418251,1.0,0.9,0.9
47,1624917393.233588,78659584,-0.0003829660320964952,0.026758926105685532,0.17691828000048795,0.93915814,0.9403061,0.71068877,0.91734695,0.9393877,0.94145405,5473.613810612902,1.0,1.0,0.8
48,1624917673.3778534,80297984,-0.002313647884875536,0.09169804770499468,0.25607037854691345,0.93778056,0.93686223,0.82216835,0.91619897,0.9373215,0.93686223,5698.479167600958,1.0,1.0,0.9
49,1624917976.6476738,81936384,-0.000760333767781655,0.02068862854503095,0.18754931166768074,0.93709195,0.9391582,0.91573983,0.9207908,0.94834185,0.95063776,5482.065140105637,1.0,1.0,1.0
50,1624918289.564849,83574784,-0.001114832644816488,0.05218918380948404,0.20775138959288597,0.9359439,0.93686223,0.9083929,0.9311224,0.94030607,0.94145405,5264.753799873527,1.0,1.0,1.0
51,1624918602.0827367,85213184,-0.0004981387949859103,0.07872689220433433,0.23990771609048048,0.94122446,0.94145405,0.92653054,0.9288265,0.9368623,0.9391582,5270.455928009119,1.0,1.0,1.0
52,1624918920.5964465,86851584,-0.00028682994889095426,0.03927052362511555,0.18445159867405891,0.9334184,0.9322704,0.88474494,0.9219388,0.9409949,0.94145405,5194.638815357326,1.0,1.0,1.0
53,1624919233.8359568,88489984,-0.0016405284016703565,0.0616320571086059,0.25944485142827034,0.94030607,0.9403061,0.9276786,0.94145405,0.9338776,0.9322704,5170.0094996278285,1.0,1.0,1.0
54,1624919540.737167,90128384,6.472148622075717e-06,0.11375039412329595,0.30120455225308734,0.9341071,0.9391582,0.9145918,0.9322704,0.92285717,0.9265306,5303.071449354028,1.0,1.0,1.0
55,1624919856.094342,91766784,-0.0021665988800426326,0.05582283421730002,0.3192609002192815,0.9350255,0.9357143,0.7127551,0.91964287,0.8396174,0.9311224,5395.213127738431,1.0,0.9,0.8
56,1624920173.7923472,93405184,-0.0012589840140814583,0.008471942157484591,0.19024676581223807,0.9306633,0.9242347,0.83318883,0.93686223,0.9315817,0.92308676,4998.503222653001,1.0,1.0,0.9
57,1624920490.7024975,95043584,-0.002501969264509777,0.05493045311110715,0.2565342268596093,0.9354846,0.9357143,0.8792347,0.9380102,0.939847,0.94489795,5287.623265285139,1.0,1.0,1.0
58,1624920809.034915,96681984,-0.0012056985481952627,0.14939608766386905,0.49257364869117737,0.93318874,0.9357143,0.8698214,0.91964287,0.93364793,0.92997444,5078.185821020866,1.0,1.0,1.0
59,1624921124.5453017,98320384,-0.0015762376230365287,0.06785416044294834,0.2608254837493102,0.94214284,0.94145405,0.85673463,0.91275513,0.92400515,0.9494898,5191.74948121894,1.0,1.0,1.0
60,1624921450.3425627,99958784,-0.004373641034665828,0.07004734439154466,0.20380829398830733,0.9320408,0.9299745,0.78933674,0.9265306,0.94535714,0.94489795,5001.105977692856,1.0,1.0,0.9
